"","words","term.freq","doc.freq"
"2654","spn",1,1
"2655","a-t",1,1
"2656","combination",3,1
"2657","lieat",1,1
"2658","rattan",2,1
"2659","apt",2,1
"2660","intersection",1,1
"2661","ways",6,1
"2662","tria",2,1
"2663","suggested",6,1
"2664","aflat",1,1
"2665","surface",5,1
"2666","llliv",1,1
"2667","reim-ntliium",1,1
"2668","fighting",16,1
"2669","tletter",1,1
"2670","sight",3,1
"2671","stujwnd",1,1
"2672","flower",2,1
"2673","manhood",2,1
"2674","straw",7,1
"2675","mattings",1,1
"2676","car",7,1
"2677","frightful",1,1
"2678","scenes",3,1
"2679","swell",1,1
"2680","putting",5,1
"2681","anil",2,1
"2682","thriving",1,1
"2683","demeaning",1,1
"2684","hussia",1,1
"2685","cadency",1,1
"2686","indian",4,1
"2687","tune",2,1
"2688","domestic",6,1
"2689","animale",1,1
"2690","combe",1,1
"2691","ranoe",1,1
"2692","kuasia",1,1
"2693","lxe",1,1
"2694","fri",1,1
"2695","loosing",1,1
"2696","lying",6,1
"2697","ltuhsia",1,1
"2698","reduce",5,1
"2699","distine",1,1
"2700","burly",1,1
"2701","bearded",2,1
"2702","antelope",1,1
"2703","lce",1,1
"2704","kuttsia",1,1
"2705","tlu",2,1
"2706","ser",1,1
"2707","ljirt",1,1
"2708","tbat",2,1
"2709","vest",3,1
"2710","wide",8,1
"2711","wheel",2,1
"2712","pointing",1,1
"2713","fore",2,1
"2714","ler",1,1
"2715","malta",3,1
"2716","knights",1,1
"2717","hospital",5,1
"2718","s.latps",1,1
"2719","japan",17,1
"2720","obnoxious",1,1
"2721","improve",2,1
"2722","rousrsof",1,1
"2723","whitish",1,1
"2724","burmah",1,1
"2725","doftsn",1,1
"2726","eom",1,1
"2727","pagoda",1,1
"2728","offering",2,1
"2729","ther",5,1
"2730","ride",2,1
"2731","patrol",3,1
"2732","worth",7,1
"2733","wagon",1,1
"2734","slippery",1,1
"2735","i'n",1,1
"2736","em-pleasont",1,1
"2737","odor",1,1
"2738","cooking",3,1
"2739","unfit",2,1
"2740","oyed",1,1
"2741","coverings",2,1
"2742","cables",2,1
"2743","insulating",1,1
"2744","plates",2,1
"2745","duties",4,1
"2746","imposes",1,1
"2747","duty",5,1
"2748","grain",5,1
"2749","amounting",2,1
"2750","cents",4,1
"2751","bushel",3,1
"2752","shipped",4,1
"2753","laurier",3,1
"2754","germany:holland",5,1
"2755","calumet",3,1
"2756","shipping",5,1
"2757","galena",4,1
"2758","vv.reseeroan",1,1
"2759","reporter",1,1
"2760","loads",1,1
"2761","containing",3,1
"2762","tons",9,1
"2763","antwerp",6,1
"2764","smelters",2,1
"2765","older",5,1
"2766","coining",1,1
"2767","boom",1,1
"2768","valley",2,1
"2769","deposits",1,1
"2770","grade",1,1
"2771","extensive",5,1
"2772","writotoall",1,1
"2773","parties",2,1
"2774","manages",2,1
"2775","lot",7,1
"2776","addition",3,1
"2777","unlimited",1,1
"2778","pulp",1,1
"2779","opened",7,1
"2780","profitable",2,1
"2781","road",11,1
"2782","sulphite",1,1
"2783","fibre",2,1
"2784","extended",3,1
"2785","holy",3,1
"2786","pomp",2,1
"2787","ceremony",4,1
"2788","turkish",6,1
"2789","germany:russia",24,1
"2790","enlarged",1,1
"2791","discussion",2,1
"2792","salisbury",1,1
"2793","promised",2,1
"2794","delcasre",1,1
"2795","effective",2,1
"2796","biggest",4,1
"2797","suez",3,1
"2798","exilu-eively",1,1
"2799","disposed",1,1
"2800","fra",2,1
"2801","neo-n",1,1
"2802","arguments",2,1
"2803","définit-settlement",1,1
"2804","que",4,1
"2805","kmpcr",1,1
"2806","colubrat-vd",1,1
"2807","hts",1,1
"2808","birthday",1,1
"2809","remarkable",7,1
"2810","experiment",2,1
"2811","compelling",1,1
"2812","shops",1,1
"2813","contribute",2,1
"2814","proportion",3,1
"2815","revenue",1,1
"2816","eigh",2,1
"2817","incurable",1,1
"2818","natuia",1,1
"2819","smile",3,1
"2820","delight",1,1
"2821","picture",11,1
"2822","mmndiiig",1,1
"2823","ijj",1,1
"2824","sweetheart",1,1
"2825","aged",3,1
"2826","tbit",1,1
"2827","thief",1,1
"2828","presbyterian",2,1
"2829","churches",2,1
"2830","humtime",1,1
"2831","discontinued",1,1
"2832","msidcrobte",1,1
"2833","oatiem",1,1
"2834","voice",5,1
"2835","charm",2,1
"2836","lifelong",1,1
"2837","disguising",1,1
"2838","phrey",1,1
"2839","stmt",1,1
"2840","dancer",1,1
"2841","giv-and",1,1
"2842","decide",4,1
"2843","falls",5,1
"2844","sick",4,1
"2845","tier",3,1
"2846","definitely",4,1
"2847","arranged",2,1
"2848","russia::it",1,1
"2849","seek",6,1
"2850","privilege",1,1
"2851","crowded",2,1
"2852","denied",7,1
"2853","route",9,1
"2854","ger-tempt",1,1
"2855","hide",2,1
"2856","cut",9,1
"2857","room",6,1
"2858","colonists",1,1
"2859","ting",1,1
"2860","cloaked",3,1
"2861","chech",1,1
"2862","mate",1,1
"2863","pretence",1,1
"2864","tripoli",1,1
"2865","gulf",2,1
"2866","connect",1,1
"2867","answer",12,1
"2868","bagdad",1,1
"2869","branch",2,1
"2870","porte",1,1
"2871","climates",1,1
"2872","parts",12,1
"2873","minor",2,1
"2874","project",1,1
"2875","mesopotamia",2,1
"2876","differ-was",1,1
"2877","dismissed",3,1
"2878","ent",3,1
"2879","grow",1,1
"2880","succeeded",3,1
"2881","successfully",2,1
"2882","domain",1,1
"2883","railway",13,1
"2884","needed",9,1
"2885","concluded",5,1
"2886","blos-rangemeats",1,1
"2887","internal",6,1
"2888","undertook",1,1
"2889","build",2,1
"2890","drawn",9,1
"2891","wealth",4,1
"2892","russia:germany",19,1
"2893","volume",2,1
"2894","bound",1,1
"2895","austere",1,1
"2896","individual",11,1
"2897","waited",1,1
"2898","bravely",1,1
"2899","rights",5,1
"2900","aoltvmti",1,1
"2901","silence",1,1
"2902","menacing",1,1
"2903","est",2,1
"2904","t)w",1,1
"2905","boer",2,1
"2906","morn",2,1
"2907","chatteris",1,1
"2908","ia,ber",1,1
"2909","hoy",2,1
"2910","eludes",1,1
"2911","oudemirde",1,1
"2912","malpla",1,1
"2913","type",12,1
"2914","quel",1,1
"2915","delungcn",1,1
"2916","lmcelles",1,1
"2917","tress",1,1
"2918","birrosa",1,1
"2919","waterloo",1,1
"2920","lukermau",1,1
"2921","sevastopol",1,1
"2922","neat",3,1
"2923","residence",4,1
"2924","finished",3,1
"2925","liue",1,1
"2926","kitmur",1,1
"2927","messrs",3,1
"2928","mecrtdie",1,1
"2929","tiodtuns",1,1
"2930","photos",2,1
"2931","remaining",1,1
"2932","members",12,1
"2933","buunnan",1,1
"2934","family",18,1
"2935","mister",1,1
"2936","usa:germany",2,1
"2937","thonds",2,1
"2938","live",9,1
"2939","literally",1,1
"2940","blankets",1,1
"2941","panniers",1,1
"2942","boxes",5,1
"2943","kni",1,1
"2944","knacks",1,1
"2945","hats",2,1
"2946","bonnet",1,1
"2947","hern",1,1
"2948","founded",5,1
"2949","taught",5,1
"2950","varieties",2,1
"2951","ltuskin",1,1
"2952","geldum",1,1
"2953","freezing",2,1
"2954","rigueur",1,1
"2955","opportunuies",1,1
"2956","tar",1,1
"2957","hent",1,1
"2958","appearance",3,1
"2959","sires",1,1
"2960","gels",1,1
"2961","hick",1,1
"2962","growing",7,1
"2963","irritation",4,1
"2964","jumped",1,1
"2965","obedience",1,1
"2966","rascals",1,1
"2967","villian.il",1,1
"2968","states:france",1,1
"2969","spirituous",1,1
"2970","liquors",1,1
"2971","mtatemeut",1,1
"2972","partially",1,1
"2973","capita",1,1
"2974","thirty-one",1,1
"2975","gallons",6,1
"2976","twenty-seven",1,1
"2977","consume",1,1
"2978","spirits",1,1
"2979","inhabitant",1,1
"2980","disastrous",1,1
"2981","conflict",10,1
"2982","forgotten",2,1
"2983","memory",5,1
"2984","whalebone",1,1
"2985","abomination",1,1
"2986","surroundings",1,1
"2987","solemn",1,1
"2988","fitz-smiths",1,1
"2989","curfew",1,1
"2990","sba",1,1
"2991","ring",3,1
"2992","ght",1,1
"2993","indifferent",2,1
"2994","believe",9,1
"2995","they've",2,1
"2996","quarrel",1,1
"2997","blykins",1,1
"2998","prompt",1,1
"2999","guards",3,1
"3000","fruit",5,1
"3001","gardens",3,1
"3002","jealous",1,1
"3003","eye",4,1
"3004","fusiliers",1,1
"3005","lowing",1,1
"3006","ljl",1,1
"3007","vege",1,1
"3008","b,wk",1,1
"3009","lite",1,1
"3010","calm",3,1
"3011","tables",1,1
"3012","mold",2,1
"3013","thalers",1,1
"3014","wbite",1,1
"3015","jual",1,1
"3016","d*s",1,1
"3017","iuid",1,1
"3018","ridden",1,1
"3019","acquired",1,1
"3020","pin",2,1
"3021","walking",2,1
"3022","sticks",1,1
"3023","picks",1,1
"3024","cheapest",1,1
"3025","umbrellas",1,1
"3026","possessed",3,1
"3027","pet",1,1
"3028","destroying",1,1
"3029","pup-ulti.wi",1,1
"3030","bhil",1,1
"3031","suffer-i",1,1
"3032","ich",1,1
"3033","syudi-ing",1,1
"3034","acute",1,1
"3035","form",14,1
"3036","cate",1,1
"3037","farm**d",1,1
"3038","auspices",1,1
"3039","darmstadt",2,1
"3040","vehingericht",1,1
"3041","tribunal",2,1
"3042","head-quarters",1,1
"3043","vividly",1,1
"3044","dealt",5,1
"3045","rattling",1,1
"3046","sturdy",1,1
"3047","tingent",1,1
"3048","an:l",1,1
"3049","ranks",3,1
"3050","filled",3,1
"3051","arriving",1,1
"3052","taste",3,1
"3053","palmist",1,1
"3054","thumb",2,1
"3055","nail",2,1
"3056","flat",1,1
"3057","colorless",1,1
"3058","teaching",2,1
"3059","languages",2,1
"3060","begun",2,1
"3061","dltn",1,1
"3062","sysiem",1,1
"3063","nlong",1,1
"3064","linns",1,1
"3065","fxut",1,1
"3066","school",7,1
"3067","tmrk",1,1
"3068","i""b",1,1
"3069","intbexistence",1,1
"3070","lifetime",2,1
"3071","bismaridt",1,1
"3072","leaders",8,1
"3073","conquer",1,1
"3074","prient",1,1
"3075","difficulties",3,1
"3076","surrounding",2,1
"3077","armament",1,1
"3078","standard",10,1
"3079","pre",8,1
"3080","despatched",1,1
"3081","wolfgang",2,1
"3082","foltz",1,1
"3083","writing",2,1
"3084","bremen",2,1
"3085","toria",1,1
"3086","nov",3,1
"3087","burg",3,1
"3088","relieve",3,1
"3089","dew",1,1
"3090","etsdorp",1,1
"3091","boers",1,1
"3092","propose",2,1
"3093","succeed",3,1
"3094","anulphus",1,1
"3095","hunulp-was",1,1
"3096","bus",3,1
"3097","guelph",1,1
"3098","lho",1,1
"3099","north",22,1
"3100","irthei",1,1
"3101","tering",1,1
"3102","sidmouth",1,1
"3103","j!lg",1,1
"3104","hex",1,1
"3105","marriage",6,1
"3106","february",2,1
"3107","saioay",1,1
"3108","guejphs",1,1
"3109","ame",1,1
"3110","tulu",1,1
"3111","writer",9,1
"3112","describing",2,1
"3113","methods",8,1
"3114","vour",1,1
"3115","poultry",4,1
"3116","intended",4,1
"3117","csirina",1,1
"3118","liguâ",1,1
"3119","paror",1,1
"3120","dowager",2,1
"3121","eldest",2,1
"3122","vii",1,1
"3123","crowns",2,1
"3124","daughter",4,1
"3125","uoyul",1,1
"3126","captive",3,1
"3127","tpck",1,1
"3128","princesa",1,1
"3129","wales",2,1
"3130","ind",6,1
"3131","qne",1,1
"3132","aohmlly",1,1
"3133","scvoroign",1,1
"3134","chanty",1,1
"3135","vvara",1,1
"3136","confessor",1,1
"3137","unruly",1,1
"3138","member",5,1
"3139","buttered",1,1
"3140","attended",1,1
"3141","mixing",2,1
"3142","haa",2,1
"3143","powerfui",1,1
"3144","gins",1,1
"3145","cake",2,1
"3146","kema",1,1
"3147","inherited",2,1
"3148","fa-minutc",1,1
"3149","oven",4,1
"3150","thor",1,1
"3151","wise",2,1
"3152","cakes",1,1
"3153","ruined",3,1
"3154","described",6,1
"3155","heat",7,1
"3156","stairs",1,1
"3157","majesty",1,1
"3158","germany:japan",9,1
"3159","guise",1,1
"3160","acquire",1,1
"3161","ground",6,1
"3162","believing",2,1
"3163","follow",3,1
"3164","cedents",1,1
"3165","established",9,1
"3166","nineteen",3,1
"3167","hags",1,1
"3168","columns",2,1
"3169","ships",17,1
"3170","appear",9,1
"3171","started",10,1
"3172","maintained",5,1
"3173","preponderance",1,1
"3174","gross",3,1
"3175","tonnage",2,1
"3176","passing",6,1
"3177","headed",2,1
"3178","dorado",1,1
"3179","boon",2,1
"3180","fluctuations",1,1
"3181","totals",1,1
"3182","garments",1,1
"3183","germany-ars",1,1
"3184","inspection",2,1
"3185","pense",2,1
"3186","employed",4,1
"3187","learning",3,1
"3188","colloquially",1,1
"3189","clerk",2,1
"3190","rat",1,1
"3191","afterward",1,1
"3192","joined",6,1
"3193","detective",1,1
"3194","cities",10,1
"3195","melville",1,1
"3196","picked",3,1
"3197","agents",5,1
"3198","wright",1,1
"3199","offers",3,1
"3200","a-yeur",1,1
"3201","millionaire",1,1
"3202","impervious",1,1
"3203","source",7,1
"3204","entailed",1,1
"3205","strictly",2,1
"3206","anybody",2,1
"3207","introduction",4,1
"3208","owner's",1,1
"3209","death",10,1
"3210","wentworth",1,1
"3211","museum",4,1
"3212","wore",1,1
"3213","tourist's",1,1
"3214","pictorial",1,1
"3215","honor",3,1
"3216","paying",1,1
"3217","he*-they",1,1
"3218","stripped",2,1
"3219","naked",1,1
"3220","lcad",1,1
"3221","forever",1,1
"3222","rise",1,1
"3223","worldriding",1,1
"3224","seventy-nine",1,1
"3225","distinct",4,1
"3226","travellers",3,1
"3227","noted",5,1
"3228","cemeteries",2,1
"3229","bodies",1,1
"3230","closely",6,1
"3231","afflicted",2,1
"3232","defect",1,1
"3233","w'tth",1,1
"3234","yellow",6,1
"3235","silks",2,1
"3236","embrold",1,1
"3237","kat",1,1
"3238","destruction",7,1
"3239","fairly",1,1
"3240","staggers",1,1
"3241","cnn",1,1
"3242","namcs",1,1
"3243","alarm",3,1
"3244","spread",8,1
"3245","intemperance",1,1
"3246","com-belief",1,1
"3247","grosser",1,1
"3248","forms",4,1
"3249","drunken-by",1,1
"3250","stand",5,1
"3251","fruhschoppen",1,1
"3252","drinking",2,1
"3253","cfa",1,1
"3254","puritan",1,1
"3255","scorn",1,1
"3256","ils",2,1
"3257","putrlolic",1,1
"3258","oermuns",1,1
"3259","lessened",1,1
"3260","exists",3,1
"3261","univeisity",1,1
"3262","lor",2,1
"3263","t\o",1,1
"3264","kalnor",1,1
"3265","wilhelm",1,1
"3266","connects",1,1
"3267","baltic",7,1
"3268","length",2,1
"3269","vessels",6,1
"3270","three-penny",1,1
"3271","iny",1,1
"3272","lugspitze",1,1
"3273","farms",5,1
"3274","introduce",1,1
"3275","blflck",1,1
"3276","mixed",4,1
"3277","groom",1,1
"3278","subscription",1,1
"3279","uol-as",1,1
"3280","solvency",1,1
"3281","rhen",1,1
"3282","limit",5,1
"3283","responsi",1,1
"3284","wu*if",1,1
"3285","ti«ucal",1,1
"3286","imirdeicbt",1,1
"3287","highest",3,1
"3288","itisroiy",1,1
"3289","tiie",4,1
"3290","cuiuing",1,1
"3291","lure",1,1
"3292","legarded",1,1
"3293","counting",1,1
"3294","immigrait",1,1
"3295","board",8,1
"3296","s'e",1,1
"3297","unships",1,1
"3298","due",10,1
"3299","arrive",3,1
"3300","today",10,1
"3301","rrow",1,1
"3302","immigration",5,1
"3303","mo.ith",1,1
"3304","record-breaking",2,1
"3305","steerage",1,1
"3306","liners",1,1
"3307","bulk",3,1
"3308","southern",4,1
"3309","southeastern",2,1
"3310","greatly",2,1
"3311","immigrants",2,1
"3312","coming",11,1
"3313","llusiia",1,1
"3314","austria-hungary",3,1
"3315","non-producers",1,1
"3316","authonties",1,1
"3317","rush",3,1
"3318","aliens",1,1
"3319","duo",1,1
"3320","prospsrly",1,1
"3321","industrial",13,1
"3322","stagnation",1,1
"3323","seule",1,1
"3324","advocated",2,1
"3325","academics",1,1
"3326","agsegi",1,1
"3327","tyivc",1,1
"3328","aside",5,1
"3329","despatches*from",1,1
"3330","seat",1,1
"3331","constant",1,1
"3332","preventive",2,1
"3333","happily",2,1
"3334","stuy-nomic",1,1
"3335","recorded",1,1
"3336","mape",1,1
"3337","noces",1,1
"3338","virtues",1,1
"3339","earlly",1,1
"3340","entails",1,1
"3341","infinitude",1,1
"3342","investigated",1,1
"3343","ence",2,1
"3344","colonization",1,1
"3345","pioneer",2,1
"3346","johnston",1,1
"3347","avers",2,1
"3348","construction",3,1
"3349","uganda",1,1
"3350","expended",1,1
"3351","enabling",2,1
"3352","investigate",3,1
"3353","ology",1,1
"3354","climatology",1,1
"3355","botany",1,1
"3356","scientific",2,1
"3357","aspects",2,1
"3358","appreciation",2,1
"3359","utility",1,1
"3360","settlement",2,1
"3361","exploitation",2,1
"3362","colonial",6,1
"3363","branches",2,1
"3364","commonly",1,1
"3365","attention",10,1
"3366","demonstrated",3,1
"3367","dilke",1,1
"3368","exponent",1,1
"3369","foils",1,1
"3370","younger",4,1
"3371","fiftieth",3,1
"3372","defeated",5,1
"3373","improvement",5,1
"3374","fen",1,1
"3375","starley",1,1
"3376","inventor",2,1
"3377","cerf",1,1
"3378","bicycle",2,1
"3379","selves",1,1
"3380","astounded",1,1
"3381","lightning",2,1
"3382","laborer",1,1
"3383","foil",2,1
"3384","brick-maker",1,1
"3385","named",5,1
"3386","klootz",1,1
"3387","baronet",1,1
"3388","artificial",3,1
"3389","stone",3,1
"3390","in-devoted",1,1
"3391","hour",11,1
"3392","riustry",1,1
"3393","libra",1,1
"3394","nch",1,1
"3395","sport",3,1
"3396","eighteen",6,1
"3397","splendid",3,1
"3398","oarsmen",1,1
"3399","fearless",2,1
"3400","rid",1,1
"3401","strides",1,1
"3402","forward",5,1
"3403","strangely",1,1
"3404","rath",2,1
"3405","lucky",2,1
"3406","originator",1,1
"3407","contempt",1,1
"3408","cricket",1,1
"3409","ceipt",1,1
"3410","income",2,1
"3411","ball",4,1
"3412","tennis",1,1
"3413","germany:usa",3,1
"3414","avenues",1,1
"3415","stretch",2,1
"3416","believed",11,1
"3417","protestant",2,1
"3418","reformed",1,1
"3419","cs-from",1,1
"3420","buckingham",1,1
"3421","beaten",3,1
"3422","tablislied",1,1
"3423","inexcble",1,1
"3424","ignorance",2,1
"3425","brilliant",1,1
"3426","rosamond's",1,1
"3427","pond",1,1
"3428","menagerie",1,1
"3429","cages",1,1
"3430","birdcage",1,1
"3431","walk",2,1
"3432","disappeared",3,1
"3433","duck",1,1
"3434","evremond",1,1
"3435","unpointed",1,1
"3436","guardian",2,1
"3437","obliterated",1,1
"3438","statue",2,1
"3439","gladiator",1,1
"3440","stood",3,1
"3441","parade",3,1
"3442","soldier",8,1
"3443","cast",4,1
"3444","inhabitants",6,1
"3445","removed",4,1
"3446","windsor",1,1
"3447","castle",3,1
"3448","ornamental",1,1
"3449","quick",10,1
"3450","chronic",1,1
"3451","delusion",1,1
"3452","prising",1,1
"3453","living",7,1
"3454","fool's",1,1
"3455","paradise",1,1
"3456","wortff",1,1
"3457","recording",2,1
"3458","one-twelfth",1,1
"3459","positively",1,1
"3460","appalling",2,1
"3461","messrr",1,1
"3462","jermyn",1,1
"3463","excluding",1,1
"3464","alaska",1,1
"3465","mal-poony",1,1
"3466","caught",6,1
"3467","ady",1,1
"3468","sharp",2,1
"3469","frost",1,1
"3470","extends",1,1
"3471","lati",1,1
"3472","protracted",2,1
"3473","perspiration",1,1
"3474","practical-early",1,1
"3475","snowy",1,1
"3476","tude",1,1
"3477","keeps",3,1
"3478","alive",2,1
"3479","didn't",1,1
"3480","constable",2,1
"3481","blew",1,1
"3482","constantinople",1,1
"3483","pole",2,1
"3484","perspire",2,1
"3485","pores",1,1
"3486","deplor-w",1,1
"3487","tie",6,1
"3488","policemen",1,1
"3489","twenty-eight",2,1
"3490","kingdoms",1,1
"3491","aid",14,1
"3492","pipes",5,1
"3493","entecn",1,1
"3494","sure",9,1
"3495","palpitation",1,1
"3496","heart-frozen",1,1
"3497","spains",1,1
"3498","nervous",3,1
"3499","tallied",1,1
"3500","ltalys",1,1
"3501","accommodated",1,1
"3502","ailments",1,1
"3503","description",6,1
"3504","bystanders",1,1
"3505","shouted",2,1
"3506","borders",5,1
"3507","externally",1,1
"3508","snowball",1,1
"3509","internally",1,1
"3510","beware",1,1
"3511","bombardment",2,1
"3512","commonwealth",4,1
"3513","blaze",1,1
"3514","finger",1,1
"3515","nails",1,1
"3516","completely",3,1
"3517","smothered",1,1
"3518","snow",4,1
"3519","leisure",2,1
"3520","indication",1,1
"3521","extinguished",1,1
"3522","lake",6,1
"3523","mine",6,1
"3524","mich",1,1
"3525","traverse",1,1
"3526","injueid",1,1
"3527","ssssnitz",1,1
"3528","kolberg",1,1
"3529","die",5,1
"3530","cousin",2,1
"3531","considered",11,1
"3532","riigetble",1,1
"3533","w-unen",1,1
"3534","seen",15,1
"3535","fourteen",2,1
"3536","summers",1,1
"3537","frame",4,1
"3538","woinin",1,1
"3539","spam",3,1
"3540","fourteui'h",1,1
"3541","twelfth",2,1
"3542","inspector",5,1
"3543","mayor",5,1
"3544","accompany",1,1
"3545","round",8,1
"3546","hat",5,1
"3547","muttered",1,1
"3548","remark",3,1
"3549","overhear",1,1
"3550","ignore",2,1
"3551","examine",1,1
"3552","pupils",1,1
"3553","punctuation",1,1
"3554","commas",1,1
"3555","blackboard",1,1
"3556","kitzolbuttel",1,1
"3557","nays",1,1
"3558","ass",1,1
"3559","comma",1,1
"3560","ritz-elbuttel",1,1
"3561","commua",1,1
"3562","wji",1,1
"3563","lt""n",1,1
"3564","v\'\x",1,1
"3565","vigorous",2,1
"3566","omo",1,1
"3567","wvscr",1,1
"3568","river",5,1
"3569","aggregate",1,1
"3570","understood",4,1
"3571","strin",1,1
"3572","terial",1,1
"3573","gune",1,1
"3574","control",15,1
"3575","gency",1,1
"3576","proceeding",3,1
"3577","modern",6,1
"3578","types",4,1
"3579","cases",8,1
"3580","wooden",2,1
"3581","buildings",3,1
"3582","including",11,1
"3583","dormitories",1,1
"3584","ammunition",2,1
"3585","doctors",3,1
"3586","gutted",1,1
"3587","cre",1,1
"3588","dune",1,1
"3589","effort",9,1
"3590","staid",1,1
"3591","a?ern",1,1
"3592","ameer",1,1
"3593","he.s",1,1
"3594","delivered",3,1
"3595","removing",2,1
"3596","insane",1,1
"3597","inis",2,1
"3598","aboutit",1,1
"3599","consignments",2,1
"3600","karachi",1,1
"3601","forwarded",2,1
"3602","mates",1,1
"3603","utter",4,1
"3604","wild",2,1
"3605","collected",4,1
"3606","peshawar",2,1
"3607","stopped",3,1
"3608","pend",1,1
"3609","excitement",1,1
"3610","panic-stricken",1,1
"3611","coosidrra",1,1
"3612","permission",2,1
"3613","simla",1,1
"3614","trans",1,1
"3615","difference",3,1
"3616","shipment",3,1
"3617","afghanistan",1,1
"3618","impeded",1,1
"3619","withstanding",1,1
"3620","t-f",1,1
"3621","mains",2,1
"3622","trying",4,1
"3623","much-despised",1,1
"3624","carp",3,1
"3625","occupies",3,1
"3626","wholesalers",1,1
"3627","lists",2,1
"3628","americans",7,1
"3629","educated",1,1
"3630","fat",2,1
"3631","slimy",1,1
"3632","fish",7,1
"3633","well-meaning",1,1
"3634","propagation",1,1
"3635","lakes",1,1
"3636","misfortune",2,1
"3637","devour",1,1
"3638","spawn",1,1
"3639","scarce",3,1
"3640","command",4,1
"3641","delicacy",1,1
"3642","designed",2,1
"3643","nature",6,1
"3644","mud",2,1
"3645","holes",2,1
"3646","farmers",5,1
"3647","email",2,1
"3648","ponds",1,1
"3649","bass",4,1
"3650","limited",4,1
"3651","laws",5,1
"3652","prohibit",1,1
"3653","exportation",1,1
"3654","retail",1,1
"3655","considers",1,1
"3656","retailers",1,1
"3657","customers",1,1
"3658","koine",1,1
"3659","erie",1,1
"3660","ite",1,1
"3661","plants",7,1
"3662","wanterknowc",1,1
"3663","chines",1,1
"3664","stimulated",2,1
"3665","nctivity",1,1
"3666","drugs",1,1
"3667","den",4,1
"3668","cross",18,1
"3669","sure-inck",1,1
"3670","innovation",3,1
"3671","idle",2,1
"3672","curi-do",1,1
"3673","aken",1,1
"3674","flow",2,1
"3675","osity'l",1,1
"3676","up-to-date",1,1
"3677","machine",10,1
"3678","erg",1,1
"3679","glasshouses",1,1
"3680","perniciously",1,1
"3681","wide-machinea",1,1
"3682","najte",1,1
"3683","bloom",3,1
"3684","awake",1,1
"3685","sleepless",1,1
"3686","energetic",1,1
"3687","snarled",1,1
"3688","deck",1,1
"3689","oblived",1,1
"3690","vou",1,1
"3691","wil",6,1
"3692","excite",1,1
"3693","jorwah",1,1
"3694","vase",1,1
"3695","reins",1,1
"3696","germany:spain",2,1
"3697","thibet",1,1
"3698","exceeds",3,1
"3699","combined",4,1
"3700","acquiring",1,1
"3701","window",4,1
"3702","passes",1,1
"3703","horseflesh",1,1
"3704","banquet",1,1
"3705","req,!,re",1,1
"3706","r()ur",1,1
"3707","trac",1,1
"3708","locomot",1,1
"3709","haicomo",1,1
"3710","aim",5,1
"3711","ri:a",1,1
"3712","oppor",1,1
"3713","tunities",1,1
"3714","portland",1,1
"3715","color",5,1
"3716","nxmt",1,1
"3717","produced",8,1
"3718","lower",5,1
"3719","provinces",6,1
"3720","ce-or",1,1
"3721","consumed",2,1
"3722","maritime",3,1
"3723","barrel",2,1
"3724","citizen",5,1
"3725","notes",1,1
"3726","railways",6,1
"3727","gives",5,1
"3728","outlet",1,1
"3729","warehouse",1,1
"3730","docks",1,1
"3731","quebec",3,1
"3732","forencc",1,1
"3733","favor",8,1
"3734","crossbred",1,1
"3735","windmills",1,1
"3736","aro",1,1
"3737","motors",2,1
"3738","in-thc",1,1
"3739","ereased",1,1
"3740","casualties",2,1
"3741","yearly",3,1
"3742","aug",5,1
"3743","fin-nerty",1,1
"3744","uni",2,1
"3745","lit",5,1
"3746","address",5,1
"3747","regarding",7,1
"3748","victory",13,1
"3749","achieve",2,1
"3750","bril",1,1
"3751","iant",1,1
"3752","aubitant",1,1
"3753","v.ctory",1,1
"3754","pndets",1,1
"3755","net",5,1
"3756","ration",4,1
"3757","iiidepeude",1,1
"3758","parlian.o",1,1
"3759","de-sir",1,1
"3760","yod",1,1
"3761","eej",1,1
"3762","at-iet",1,1
"3763","independent",3,1
"3764","pir.iamvnt",1,1
"3765","honorable",3,1
"3766","compre",1,1
"3767","nd»e",1,1
"3768","final",3,1
"3769","seulement",1,1
"3770","ihe",7,1
"3771","spatar.ion",1,1
"3772","lish",1,1
"3773","tieai-ury",1,1
"3774","overflowing",1,1
"3775","powerful",11,1
"3776","leave",5,1
"3777","judgement",1,1
"3778","countrymen",1,1
"3779","citizens",3,1
"3780","requirements",2,1
"3781","beets",1,1
"3782","rotation",1,1
"3783","lfan('e",1,1
"3784","colossal",2,1
"3785","covered",5,1
"3786","fields",8,1
"3787","whitened",1,1
"3788","breath",2,1
"3789","nro",2,1
"3790","amt",2,1
"3791","returned",7,1
"3792","industry",15,1
"3793","intern",1,1
"3794","seven-eights",1,1
"3795","hvr",1,1
"3796","yos",1,1
"3797","unhappy",2,1
"3798","affaire",1,1
"3799","khf-uld",1,1
"3800","wilfrid",1,1
"3801","ll/ii",1,1
"3802","fielding",1,1
"3803","eeuavs",1,1
"3804","nnc",1,1
"3805","closed",3,1
"3806","uiadian",1,1
"3807","oly",1,1
"3808","tirer",1,1
"3809","mto",1,1
"3810","competition",3,1
"3811","eent",1,1
"3812","bor",1,1
"3813","s.'o",1,1
"3814","steel",7,1
"3815","thous",1,1
"3816","oats",3,1
"3817","tins",1,1
"3818","conserva'ives",1,1
"3819","deal",11,1
"3820","brantford",5,1
"3821","france:canada",1,1
"3822","eaten",1,1
"3823","ascertainable",1,1
